iso3,year,economy_type,climate_risk_tier,state_output_growth,state_debt_to_gdp,state_primary_balance,state_interest_rate,state_climate_shock,state_adaptation_capital,state_risk_premium,gdp_growth,gdp_growth_UNCORRECTED,debt_to_gdp,weo_primary_balance,real_interest_rate_winsorised,climate_damage_gdp_pct_5yr,ndgain_readiness,r_minus_g_corrected,is_projection
BOL,2009,Developing,Medium,-0.2387412839887972,-0.2531708114862783,0.104606727417797,0.2308872407793193,17.678915112996165,-0.3519877799711024,0.28051345564693886,3.3555717022260456,3.3555717022260456,39.209312,5.204,1.7615600831681997,1.4557926282800406,0.275613015983251,-1.594011619057846,False
BOL,2010,Developing,Medium,-0.047344025558337575,-0.2829907769002767,0.0899928610422878,0.2904400990565775,19.457033369507773,-0.2876996207410691,0.28599690973915737,4.128586949574986,4.128586949574986,37.637375,4.16,2.6011768155758173,1.602214025379054,0.280499568179974,-1.5274101339991688,False
BOL,2011,Developing,Medium,0.21833721099042125,-0.3268244113421236,0.079662369294083,-0.1854464918736648,18.584661344386245,-0.2353875685486194,-0.3547465891695025,5.201620327748113,5.201620327748113,35.326718,3.422,-4.108196269645747,1.530377447445827,0.284475814764379,-9.30981659739386,False
BOL,2012,Developing,Medium,0.19871521062646338,-0.325542746425972,0.1034868909139265,0.1688987923346912,2.0608053648137568,-0.3387447266274824,0.06309402761807188,5.12237099267816,5.12237099267816,35.39428,5.124,0.8876047427244993,0.1696996246229149,0.276619622365867,-4.234766249953661,False
BOL,2013,Developing,Medium,0.613738768520924,-0.3122095955227663,0.0777866431501001,0.0973576700282258,2.087470108664672,-0.2276120481248827,-0.15795444013500584,6.798568138302308,6.798568138302308,36.097127,3.288,-0.1210306961334595,0.1718953666854242,0.285066833186159,-6.919598834435767,False
BOL,2014,Developing,Medium,0.28206055045259304,-0.2836484359292152,-0.0464592169543246,0.109546328422913,4.038150963386036,-0.279810824863858,-0.033515247505920526,5.458986151167933,5.458986151167933,37.602707,-5.588,0.0508133064857725,0.3325266492205602,0.281099196685207,-5.40817284468216,False
BOL,2015,Developing,Medium,0.13340073544429137,-0.221009562476671,-0.1576589817886588,0.2135871062516452,2.260032706874429,-0.339152059336283,0.13668580512240872,4.858578890312404,4.858578890312404,40.904668,-13.532,1.5176510107486676,0.186105252121547,0.276588660948293,-3.3409278795637363,False
BOL,2016,Developing,Medium,-0.01425719394058242,-0.115057293454139,-0.1735186662747239,0.2033289599195722,6.186038183260155,-0.3136715151687486,0.1738781511568138,4.262218045112776,4.262218045112776,46.489862,-14.665,1.37302468124832,0.5093971393543703,0.278525440762287,-2.8891933638644556,False
BOL,2017,Developing,Medium,-0.030615306730915767,-0.0245678273356701,-0.2128809193857697,0.3044874020210662,6.186038183260155,-0.2406959286276176,0.2967399991195669,4.196150899175177,4.196150899175177,51.259946,-17.477,2.7992252544815246,0.5093971393543703,0.284072325553991,-1.3969256446936527,False
BOL,2018,Developing,Medium,-0.02372454361136874,0.0098743800211314,-0.2402189280365067,0.3885117794286527,6.159373439409241,-0.2376571558377704,0.39198221684597945,4.223981313262404,4.223981313262404,53.075541,-19.43,3.983858120851985,0.507201397291861,0.284303303109258,-0.2401231924104188,False
