iso,year,Current account balance,Employment,General government gross debt,General government net debt,General government net lending/borrowing,General government primary net lending/borrowing,General government revenue,General government structural balance,General government total expenditure,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Gross domestic product corresponding to fiscal year, current prices","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices","Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator",Gross national savings,Implied PPP conversion rate,"Inflation, average consumer prices","Inflation, end of period consumer prices",Output gap in percent of potential GDP,Population,Total investment,Unemployment rate,Volume of Imports of goods,Volume of exports of goods,Volume of exports of goods and services,Volume of imports of goods and services
COG,1990,-0.251,,0.0,,-32.5,45.874,208.574,,241.074,0.027,792.04,1038934.19,332031.69,2478.31,792.04,31.959,35.962,107.66,41.218,29.063,,2.385,14.511,,0.401,19.656,19.711,-6.734
COG,1991,-0.462,,0.0,,-95.863,-28.385,195.955,,291.818,0.027,856.263,1044829.61,349113.9,2562.63,856.263,33.413,31.028,108.878,45.075,31.201,,2.453,27.323,,34.41,-8.358,-8.358,49.788
COG,1992,-0.317,,0.0,,-110.14,-48.424,174.374,,284.514,0.025,868.307,1059026.73,344435.53,2669.76,868.307,32.524,41.942,103.617,43.65,30.346,,2.521,28.959,,-29.668,8.315,8.315,-38.644
COG,1993,-0.553,,0.0,,-96.162,-39.674,183.178,,279.34,0.025,850.511,1042678.58,327854.89,2704.88,850.511,31.444,38.615,97.856,41.86,30.346,,2.594,36.03,,62.968,11.11,11.11,87.174
COG,1994,-0.793,,0.0,,-122.031,-1.95,230.592,,352.623,0.024,1148.31,999158.9,430205.55,2666.98,1148.31,43.057,35.729,131.197,44.999,36.244,,2.669,62.694,,-1.243,-7.449,-7.449,49.258
COG,1995,-0.625,,0.0,,-78.243,72.169,260.024,,338.268,0.024,1226.47,1011090.43,447241.09,2772.72,1226.47,44.234,5.572,132.015,47.833,46.682,,2.742,46.945,,-17.01,0.04,0.04,-7.136
COG,1996,-0.651,,0.0,,133.604,143.64,362.0,,228.396,0.024,1452.99,1018833.27,515868.65,2869.64,1452.99,50.633,10.242,148.398,51.373,49.25,,2.817,39.157,,59.336,12.345,12.345,14.915
COG,1997,-0.156,,0.0,,54.971,61.673,387.657,,332.686,0.023,1498.79,988102.2,521309.65,2840.83,1498.79,52.759,22.473,152.006,57.897,57.13,,2.875,28.157,,18.047,14.949,14.949,-0.152
COG,1998,-0.241,,0.0,,-68.178,-65.751,263.036,,331.215,0.025,1321.29,1053762.27,449851.16,3095.08,1321.29,42.69,12.201,121.629,59.171,55.701,,2.937,37.016,,-6.485,5.284,5.284,5.715
COG,1999,-0.231,,0.0,,-77.222,90.471,390.608,,467.83,0.023,1627.1,988263.11,539371.17,2981.25,1627.1,54.578,25.85,153.329,60.946,57.818,,3.017,34.839,,16.513,8.466,8.466,2.211
COG,2000,0.633,,3741.9,,27.012,186.711,611.309,,584.297,0.024,2580.27,1063047.02,823306.25,3331.62,2580.27,77.448,48.427,212.76,61.251,56.026,,3.134,30.95,,5.541,5.787,5.787,4.582
COG,2001,-0.037,,4010.25,,-15.719,137.864,631.827,,647.546,0.023,2226.9,974448.11,684335.65,3170.95,2226.9,70.228,28.932,188.678,61.768,60.695,,3.254,30.145,,-14.348,-18.664,-18.664,8.496
COG,2002,0.192,,3794.91,,-170.397,7.272,575.414,,745.81,0.022,2320.86,961284.73,696712.16,3202.19,2320.86,72.477,34.305,191.741,63.612,58.962,,3.331,28.533,,38.724,13.914,13.914,6.217
COG,2003,0.529,,4152.43,,8.192,126.0,613.5,,605.308,0.021,2240.81,939329.35,654316.5,3216.88,2240.81,69.658,44.628,180.715,64.687,62.915,,3.425,30.945,,-0.63,-6.583,-6.583,4.076
COG,2004,0.673,,3298.91,,89.49,217.4,745.8,,656.31,0.02,2690.99,906159.68,759520.46,3210.54,2690.99,83.818,39.867,211.756,67.061,63.611,,3.543,26.666,,2.377,-12.897,-12.897,-2.17
COG,2005,0.404,,3497.56,,469.938,627.938,1245.7,,775.762,0.021,3506.27,954648.16,954648.16,3506.27,3506.27,100.0,32.005,244.958,68.715,65.553,,3.673,25.938,,5.915,24.303,24.303,17.581
COG,2006,1.12,,3994.72,,672.947,851.847,1796.0,,1123.05,0.022,4217.18,992910.38,1105906.58,3786.29,4217.18,111.38,42.939,264.672,71.915,77.41,,3.813,28.283,,3.729,10.243,10.243,12.276
COG,2007,-2.108,,3941.28,,377.762,478.662,1579.25,,1201.49,0.019,4203.7,893723.22,1062524.88,3535.86,4203.7,118.887,37.053,275.059,73.781,74.364,,3.956,61.054,,5.83,-16.14,-16.14,8.228
COG,2008,0.869,,3616.2,,1241.64,1371.53,2497.26,,1255.62,0.02,5195.84,919123.16,1270499.43,3758.85,5195.84,138.23,49.533,313.765,78.223,83.149,,4.09,42.071,,0.244,-5.584,-5.584,-7.95
COG,2009,-1.37,,3833.64,,217.482,277.982,1334.76,,1117.28,0.023,4572.81,985682.22,1074126.84,4196.28,4572.81,108.973,40.192,245.84,81.618,81.675,,4.257,54.295,,18.555,21.938,21.938,34.151
COG,2010,0.902,,2829.16,,1009.5,1062.6,2505.66,,1496.15,0.024,6505.75,1039463.68,1465957.95,4613.02,6505.75,141.03,54.044,314.34,81.937,83.825,,4.438,47.19,,25.564,7.269,7.269,21.024
COG,2011,2.062,,2537.14,,1185.22,1191.12,3241.55,,2056.34,0.023,7377.58,1028480.92,1609343.36,4714.78,7377.58,156.478,50.017,341.72,83.379,85.321,,4.584,36.842,,-4.617,-3.328,-3.328,-9.212
COG,2012,2.415,,2727.82,,653.644,654.644,3422.94,,2769.29,0.025,9033.23,1099826.5,1916557.49,5183.77,9033.23,174.26,57.46,373.597,87.556,91.694,,4.713,43.817,,-15.965,-11.213,-11.213,-12.16
COG,2013,1.934,,3010.14,,-252.725,-235.125,3507.33,,3760.06,0.024,8869.81,1066023.96,1837134.25,5146.83,8869.81,172.335,57.835,363.287,91.611,93.607,,4.828,47.064,,-6.433,-8.302,-8.302,4.242
COG,2014,0.187,,3743.31,,-949.224,-933.124,3345.94,,4295.16,0.025,8844.63,1110755.26,1788650.78,5492.53,8844.63,161.03,54.628,333.645,92.446,94.053,,4.945,53.586,,43.739,3.434,3.434,33.694
COG,2015,-4.636,,5214.89,,-1251.64,-1206.24,1650.78,,2902.42,0.023,7029.66,1046032.75,1388057.77,5297.51,7029.66,132.697,40.415,272.413,95.375,97.904,,5.064,79.401,,57.357,-1.36,-1.36,48.758
COG,2016,-4.945,,5482.65,,-942.042,-822.642,1571.84,,2513.88,0.021,6477.97,970339.89,1248927.37,5032.98,6477.97,128.71,26.015,261.741,98.418,97.869,,5.187,71.267,,-2.032,59.677,59.677,0.048
COG,2017,-0.459,,6080.06,,-382.826,-275.509,1445.04,,1827.87,0.019,6871.77,894407.78,1293547.98,4751.4,6871.77,144.626,42.012,288.932,98.86,99.616,,5.312,45.894,,-38.455,-4.622,-4.622,-38.286
COG,2018,2.733,,5844.65,,428.513,571.034,1888.1,,1459.59,0.023,8206.11,853125.9,1508181.78,4641.91,8206.11,176.783,48.016,267.578,100.0,100.51,,5.441,29.527,,-40.151,-3.774,-3.774,-19.665
COG,2019,1.632,,6355.1,,352.444,591.379,2002.77,,1650.32,0.023,8189.07,842637.43,1470015.84,4694.11,8189.07,174.454,37.579,254.912,100.4,101.9,,5.571,25.9,,-7.137,-10.648,-10.648,-6.941
COG,2020,1.443,,6767.15,,-72.936,6.812,1320.48,,1393.42,0.02,6601.22,771616.56,1157666.6,4399.89,6601.22,150.031,36.293,240.513,101.779,102.5,,5.702,23.732,,-10.777,-17.126,-17.126,-19.296
COG,2021,1.717,,7253.87,,120.897,273.507,1674.23,,1553.33,0.021,7419.75,761915.44,1271417.93,4446.39,7419.75,166.871,34.982,222.775,103.783,104.031,,5.836,22.157,,-8.23,4.211,4.211,-5.38
COG,2022,2.47,,8040.16,,777.57,997.784,2762.89,,1985.32,0.021,8693.65,758130.48,1456118.8,4526.36,8693.65,192.067,44.077,239.348,106.923,107.372,,5.97,26.394,,2.609,-4.391,-4.391,7.217
COG,2023,0.91,,8507.96,,498.857,764.835,2275.47,,1776.62,0.021,8593.07,752060.66,1400071.11,4615.84,8593.07,186.165,33.79,223.934,111.532,113.424,,6.138,27.364,,15.404,2.821,2.821,18.575
COG,2024,0.381,,8534.51,,349.075,631.654,2398.55,,2049.48,0.021,9144.2,752305.08,1449286.35,4746.63,9144.2,192.646,31.176,226.323,115.993,117.961,,6.309,28.64,,15.548,-2.534,-2.534,8.977
COG,2025,0.33,,8646.84,,286.57,566.163,2464.97,,2178.4,0.021,9710.78,758711.52,1497165.12,4921.09,9710.78,197.33,30.335,227.689,120.169,122.208,,6.486,28.263,,11.574,2.818,2.818,6.31
COG,2026,0.347,,8551.9,,286.534,571.972,2575.81,,2289.28,0.021,10274.57,763814.96,1540940.65,5092.91,10274.57,201.743,29.629,228.54,124.014,126.119,,6.668,27.567,,8.725,2.369,2.369,3.588
COG,2027,0.203,,8376.13,,387.184,655.587,2684.29,,2297.11,0.021,10858.22,768645.7,1584118.93,5268.62,10858.22,206.092,27.561,229.255,127.735,129.902,,6.854,26.418,,4.799,1.568,1.568,4.146
COG,2028,-0.092,,8038.46,,489.366,743.587,2810.26,,2320.89,0.021,11530.95,776215.78,1636443.55,5469.48,11530.95,210.823,25.242,230.297,131.567,133.799,,7.046,25.731,,6.487,1.144,1.144,6.892
COG,2029,-0.221,,7504.23,,580.154,822.242,2986.41,,2406.26,0.021,12344.6,784083.46,1704198.28,5679.62,12344.6,217.349,23.822,233.15,135.514,137.813,,7.244,24.917,,7.356,1.162,1.162,6.794
COL,1980,-0.015,,,,,,1.0,,,0.585,2197.6,8549455.92,79542.32,236301.22,2198.5,0.93,17.869,28.388,0.818,0.91,,27.639,21.417,5.429,23.082,7.593,9.105,20.017
COL,1981,-1.722,,,,,,1.0,,,0.586,2759.33,8553604.54,97698.21,241681.5,2760.46,1.142,14.456,31.839,1.043,1.16,,28.255,23.062,6.561,10.306,-11.65,-3.171,36.797
COL,1982,-2.885,,,,-149.7,,373.5,,523.2,0.589,3475.37,8449309.03,120408.32,243973.66,3476.79,1.425,11.064,37.412,1.302,1.43,,28.875,22.894,7.1,22.944,2.513,8.549,23.123
COL,1983,-2.826,,,,-161.4,,479.0,,640.4,0.583,4250.3,8400894.41,144144.01,247813.7,4252.03,1.716,10.769,43.348,1.556,1.67,,29.498,22.278,8.694,-12.553,-0.244,-11.945,-8.882
COL,1984,-2.088,,,,-207.7,,614.1,,821.8,0.577,5367.03,8501975.55,178234.53,256117.15,5369.21,2.096,12.238,51.117,1.809,1.98,,30.124,21.361,8.986,-6.818,13.152,10.614,-8.77
COL,1985,-1.596,,,,-171.8,,843.8,,1015.6,0.574,6910.78,8825879.69,231065.49,264074.98,6913.6,2.618,13.842,61.88,2.242,2.43,,29.921,21.549,8.742,-7.088,12.631,9.861,-6.008
COL,1986,0.535,,,,-183.4,,1155.3,,1338.7,0.588,9446.48,9150069.43,309427.94,279454.91,9450.33,3.382,18.144,78.353,2.664,2.93,,30.541,20.616,7.654,0.727,24.568,24.967,10.116
COL,1987,-0.021,,,,-73.74,,1734.01,,1807.75,0.597,12280.51,9443525.54,394006.41,294458.65,12285.52,4.172,18.738,94.331,3.286,3.64,,31.181,22.425,7.361,1.81,13.407,12.583,4.906
COL,1988,-0.215,,,,-146.653,,2228.99,,2375.64,0.595,16325.96,9625737.63,513055.38,306425.96,16332.62,5.33,20.213,116.403,4.209,4.67,,31.834,24.731,6.451,12.621,-1.594,-0.074,3.758
COL,1989,-0.201,,,,-305.7,239.8,3422.7,,3728.4,0.594,21051.14,9752064.83,648102.74,316887.64,21059.72,6.646,18.353,139.662,5.301,5.9,,32.494,22.54,6.792,-2.449,9.794,10.826,-2.659
COL,1990,0.544,,,,-114.3,674.5,4797.4,,4911.7,0.596,28150.52,9966685.36,849375.12,330456.76,28162.0,8.522,18.51,172.633,6.844,7.81,,33.156,20.898,6.637,10.617,18.623,17.991,9.149
COL,1991,2.347,,,,127.0,1230.4,6554.5,,6427.5,0.597,36331.45,9995410.47,1073902.72,338294.94,36346.27,10.744,19.436,210.519,8.919,9.91,,33.845,18.034,6.377,-5.006,10.657,9.983,-21.17
COL,1992,0.876,,,,-31.2,1242.9,8554.6,,8585.8,0.559,46641.3,10226027.96,1351615.49,353021.78,46660.32,13.217,17.586,253.214,11.329,12.41,,34.522,19.403,5.935,24.65,7.981,4.483,24.766
COL,1993,-2.221,,,,-146.537,1273.16,12073.36,,12219.9,0.581,61091.0,10607514.33,1737199.21,373179.9,61115.9,16.377,16.691,306.481,13.873,15.22,,35.181,23.828,5.038,44.905,11.825,6.46,44.869
COL,1994,-3.672,,,,-111.331,1386.91,16488.6,,16599.93,0.593,80691.2,10955523.54,2253822.99,392388.76,80724.1,20.572,19.768,376.945,17.043,18.66,,35.817,28.856,4.914,21.316,15.551,15.551,16.759
COL,1995,-4.599,,,,-1007.47,936.439,21386.54,,22394.0,0.602,100891.82,11332706.41,2770921.88,412802.54,100932.96,24.451,19.563,438.805,20.602,22.28,,36.426,28.914,5.649,7.877,-5.448,-5.448,6.719
COL,1996,-4.642,,28020.8,,-3002.21,-259.213,27164.09,,30166.3,0.592,120334.37,11380416.53,3251955.6,421289.16,120383.44,28.575,16.328,503.603,24.888,27.08,,37.019,25.32,7.8,1.389,-1.091,-1.091,1.389
COL,1997,-5.751,,36737.57,,-4692.44,-1548.48,33373.69,,38066.13,0.589,145422.21,11618326.76,3879031.55,435740.62,145481.5,33.387,14.594,578.437,29.486,31.83,,37.505,23.877,7.9,18.612,5.596,5.596,18.612
COL,1998,-4.858,,46082.57,,-6486.24,-1798.98,37728.83,,44215.08,0.577,167857.3,11505681.35,4408938.46,438223.4,167925.73,38.32,13.91,656.514,34.985,37.07,,38.088,22.489,9.7,1.123,6.698,6.698,1.123
COL,1999,0.671,,61541.28,48200.21,-9719.95,-4007.43,41456.54,,51176.5,0.534,181097.19,10883164.87,4696789.31,419800.42,181171.02,43.156,12.83,729.064,38.79,40.42,,38.573,14.867,13.1,-23.694,1.172,1.172,-23.694
COL,2000,0.845,,78704.17,65417.53,-6084.52,1607.41,48982.81,-7615.29,55067.33,0.523,207183.53,11035806.29,5293868.71,432079.0,207268.0,47.97,15.847,792.43,42.366,43.86,,39.152,15.821,13.325,11.056,-1.815,-0.484,15.145
COL,2001,-1.04,,92214.27,74654.25,-6078.03,3376.8,55644.64,-7113.93,61722.67,0.519,224391.61,11078566.25,5660791.32,439329.0,224483.0,51.097,15.067,825.497,45.738,47.13,,39.656,17.04,14.975,14.768,0.743,2.811,8.74
COL,2002,-1.289,,115886.18,99132.23,-8414.32,719.055,60012.49,-5910.18,68426.81,0.518,243737.79,11214471.97,6072220.82,450330.0,243837.0,54.146,16.019,861.377,48.642,50.35,,40.156,18.345,15.583,-1.12,-4.507,-2.377,0.329
COL,2003,-0.912,,121870.52,102076.02,-7312.2,3488.81,68490.1,-3198.35,75802.31,0.52,270585.18,11509074.88,6657297.98,467975.0,270695.0,57.844,17.79,902.385,52.105,53.56,,40.661,19.866,14.108,3.793,5.781,7.36,8.17
COL,2004,-0.775,,126841.32,100053.52,-4008.99,4242.57,77422.85,280.229,81431.83,0.521,305773.32,11974348.58,7430853.21,492932.0,305896.0,62.056,18.888,942.752,55.183,56.48,,41.166,20.672,13.667,9.619,11.578,9.809,10.272
COL,2005,-1.948,,130223.65,95094.69,-70.198,6968.43,87424.87,1963.47,87495.07,0.52,337958.0,12354926.75,8109977.67,514853.0,337958.0,65.642,20.318,966.898,57.968,59.21,,41.672,21.656,11.808,18.785,11.238,5.714,11.902
COL,2006,-2.991,,137259.82,97076.42,-3788.0,6458.49,104744.62,-5074.5,108532.62,0.528,381605.0,13029010.16,9049178.56,549435.0,381605.0,69.454,21.09,992.449,60.463,61.85,,42.17,22.939,12.042,16.399,9.258,9.518,17.682
COL,2007,-6.15,,139963.99,96887.82,-3512.79,7908.5,117164.07,-8511.01,120676.86,0.535,428505.0,13747675.44,10044978.0,586457.0,428505.0,73.067,20.472,1016.53,63.814,65.35,,42.659,23.454,11.192,16.26,7.902,6.22,13.858
COL,2008,-6.497,,154319.71,106900.61,199.284,10484.33,135677.83,-4007.18,135478.55,0.538,476554.0,14042582.68,11048217.47,605713.0,476554.0,78.677,21.042,1073.89,68.282,70.33,,43.134,23.721,11.25,6.151,7.361,2.036,12.512
COL,2009,-4.433,,177490.81,131956.04,-13412.33,-5274.07,141645.35,-10286.63,155057.68,0.548,501574.0,14048045.08,11501714.23,612616.0,501574.0,81.874,20.081,1110.68,71.145,71.67,,43.609,21.988,12.208,-9.9,5.869,-5.205,-8.648
COL,2010,-8.583,,198565.8,155020.68,-17969.07,-6809.41,147154.37,-14685.05,165123.44,0.545,544059.0,14520409.2,12340774.77,640151.0,544059.0,84.989,18.893,1139.1,72.758,73.88,,44.086,21.889,11.992,11.499,-0.181,2.062,10.83
COL,2011,-9.735,,221507.78,168250.36,-12337.0,551.179,174814.5,-17268.35,187151.49,0.561,619023.0,15366453.61,13893951.48,684628.0,619023.0,90.417,20.09,1187.35,75.243,76.59,,44.553,22.996,11.05,22.726,13.792,12.258,20.23
COL,2012,-11.64,,226389.62,165254.05,1031.64,12137.38,194935.84,-9666.04,193904.2,0.565,666507.0,15808670.32,14810749.61,711415.0,666507.0,93.688,18.964,1207.81,77.632,78.46,,45.002,22.104,10.617,9.133,4.813,4.473,9.374
COL,2013,-12.365,,268443.69,191845.15,-7289.06,6765.0,206927.15,-19852.51,214216.2,0.576,714092.0,16461735.55,15716802.28,747938.0,714092.0,95.475,18.946,1210.25,79.202,80.0,,45.435,22.183,9.883,3.859,3.38,4.678,8.525
COL,2014,-19.819,,330480.71,251140.38,-13305.62,-1224.65,225187.05,-24898.8,238492.66,0.582,762902.0,17040701.82,16633275.93,781589.0,762902.0,97.609,18.805,1216.12,81.503,82.96,,45.866,24.003,9.4,12.343,2.612,-0.289,7.76
COL,2015,-18.702,,405717.94,338622.55,-28326.95,-13799.31,223359.39,-30775.17,251686.34,0.58,804692.0,17374762.97,17374741.38,804693.0,804692.0,100.0,17.401,1234.46,85.57,88.6,,46.314,23.774,9.2,-6.015,-0.3,1.657,-1.081
COL,2016,-12.587,,430131.62,333516.1,-19642.03,-3029.19,239437.78,-12200.73,259079.82,0.574,863783.0,17541916.83,18445032.25,821490.0,863783.0,105.148,18.715,1285.79,91.993,93.69,,46.83,23.167,9.55,-12.534,-1.343,-0.209,-3.541
COL,2017,-9.924,,455046.92,355692.65,-22970.52,-4574.65,246916.09,-11637.3,269886.61,0.56,920470.0,17559469.58,19411335.49,832656.0,920470.0,110.546,18.417,1328.02,95.96,97.5,,47.419,21.6,9.667,-0.858,0.485,2.569,1.019
COL,2018,-14.041,,529298.87,425386.62,-46106.65,-24621.28,296240.91,-19541.06,342347.56,0.568,987791.0,17696532.35,20468748.98,854008.0,987791.0,115.665,16.993,1322.16,99.07,100.57,,48.258,21.195,9.942,8.321,-6.531,0.643,5.805
COL,2019,-14.809,,555485.75,456408.46,-36909.21,-10718.02,311629.08,-20059.63,348538.29,0.579,1060068.0,17840103.34,21460744.0,881224.0,1060068.0,120.295,16.797,1312.63,102.562,104.41,,49.396,21.381,10.875,1.597,0.346,3.083,7.345
COL,2020,-9.267,,655736.41,545406.67,-69430.28,-43832.96,265474.62,-31654.92,334904.9,0.565,998470.0,16225712.74,19807907.32,817900.0,998470.0,122.077,15.7,1270.74,105.152,106.13,,50.408,19.128,16.667,-15.937,-6.061,-22.459,-20.093
COL,2021,-17.949,,763753.33,645674.41,-84500.34,-51899.21,324593.36,-71558.48,409093.7,0.583,1192634.0,17728687.1,23331282.76,906244.0,1192634.0,131.602,13.282,1316.32,108.838,112.16,,51.117,18.917,13.8,16.228,0.574,14.635,26.729
COL,2022,-21.205,,882689.25,755210.11,-90683.86,-34635.47,408070.13,-104470.43,498753.99,0.605,1469791.0,18812835.83,28438746.96,972298.0,1469791.0,151.167,13.604,1411.39,119.921,126.95,,51.683,19.744,11.208,13.095,7.221,12.301,23.614
COL,2023,-9.154,,854113.29,726213.39,-42831.17,17178.45,508158.71,-53495.12,550989.88,0.589,1572458.0,18734531.77,30114772.62,978233.0,1572458.0,160.745,11.085,1448.69,133.987,138.77,,52.216,13.602,10.158,-12.643,1.481,1.481,-12.643
COL,2024,-10.597,,939054.36,836065.67,-73934.02,-845.539,484536.62,-74847.75,558470.64,0.581,1683132.87,18868897.31,31940458.52,994314.51,1683132.87,169.276,11.253,1489.98,142.989,146.625,,52.696,13.793,10.2,-1.476,-5.405,-5.405,-1.476
COL,2025,-10.757,,1006260.85,887776.04,-67641.51,3045.83,512346.77,-66822.78,579988.28,0.576,1794958.24,19186682.11,33796604.42,1019016.37,1794958.24,176.146,12.517,1522.78,149.389,151.82,,53.111,15.082,10.0,1.652,-1.488,-1.488,1.652
COL,2026,-12.139,,1072981.03,957343.06,-65498.04,2451.29,542586.99,-64691.28,608085.03,0.574,1900573.59,19589638.92,35541589.29,1047548.83,1900573.59,181.431,12.957,1539.89,153.986,156.35,,53.475,15.714,9.8,4.031,2.475,2.475,4.031
COL,2027,-14.106,,1140530.54,1023543.02,-61015.88,6705.78,580178.66,-63253.76,641194.54,0.573,2016318.52,20052316.28,37472458.18,1078975.3,2016318.52,186.873,12.971,1557.47,158.781,161.104,,53.808,16.022,9.6,3.513,2.089,2.089,3.513
COL,2028,-15.935,,1207388.94,1081904.24,-54039.77,10848.11,622328.35,-56822.45,676368.12,0.573,2139112.32,20534985.68,39525672.39,1111344.55,2139112.32,192.48,12.716,1575.32,163.478,165.919,,54.12,15.992,9.5,3.6,2.696,2.696,3.6
COL,2029,-17.95,,1271815.52,1140947.61,-54154.92,9866.63,665180.01,-57740.99,719334.93,0.573,2269384.26,21035578.08,41703887.31,1144684.89,2269384.26,198.254,12.486,1593.36,168.399,170.963,,54.417,15.997,9.4,3.543,2.783,2.783,3.543
COM,1980,-0.009,,,,,,,,,0.003,51.423,448285.75,152620.4,151.043,51.423,34.045,8.209,135.054,49.061,,,0.337,89.2,,-12.265,-61.845,-52.937,3.229
COM,1981,-0.008,,,,,,,,,0.003,57.867,461262.84,167565.33,159.294,57.867,36.328,16.671,131.651,52.25,,,0.345,89.2,,18.371,46.724,21.801,54.02
COM,1982,-0.011,,,,,,,,,0.003,66.428,468575.36,187782.7,165.758,66.428,40.075,7.358,136.781,60.197,,,0.354,89.2,,6.533,18.102,27.678,-1.528
COM,1983,-0.011,,,,,,,,,0.003,74.762,471976.79,206488.58,170.885,74.762,43.75,14.982,143.695,65.742,,,0.362,89.2,,-1.461,-10.893,-13.094,-16.19
COM,1984,-0.054,,124.163,,-4.712,-3.992,14.542,,19.254,0.003,82.629,486798.58,225969.56,178.005,82.629,46.42,1.725,147.153,69.722,,,0.366,30.436,,62.7,-67.9,-54.6,66.5
COM,1985,-0.034,,123.264,,-4.331,-3.432,17.025,,21.356,0.003,86.233,487028.22,229555.83,182.952,86.233,47.134,0.606,144.838,75.566,,,0.376,18.426,,18.317,241.505,134.0,18.3
COM,1986,-0.031,,122.268,,-4.317,-3.321,18.543,,22.86,0.003,89.396,483700.24,231555.09,186.741,89.396,47.872,-0.986,144.201,67.036,,,0.386,11.042,,-4.589,30.045,4.6,-4.6
COM,1987,-0.034,,121.398,,-2.929,-2.059,18.181,,21.11,0.003,94.155,480289.29,237233.06,190.621,94.155,49.394,3.41,145.189,69.248,,,0.397,14.271,,0.521,-51.642,-51.694,-23.033
COM,1988,-0.023,,120.219,,-2.695,-1.516,17.545,,20.24,0.003,100.202,490347.97,245550.41,200.096,100.202,50.077,6.783,142.182,69.449,,,0.408,13.719,,13.555,113.545,99.134,14.359
COM,1989,-0.014,,119.281,,-1.378,-0.44,19.241,,20.619,0.003,104.846,472517.14,249880.06,198.261,104.846,52.883,9.078,144.483,72.532,,,0.42,13.378,,-15.107,-15.136,-6.49,-10.017
COM,1990,-0.024,,118.343,,-1.125,-0.187,21.019,,22.144,0.003,109.33,493623.63,253595.88,212.811,109.33,51.374,7.88,135.299,67.172,,,0.431,13.813,,18.978,-14.113,-10.241,15.167
COM,1991,-0.008,,117.5,,-2.549,-1.706,19.977,,22.527,0.003,113.009,451496.16,255516.03,199.686,113.009,56.593,8.342,144.167,68.314,,,0.442,10.422,,10.707,55.235,47.968,4.244
COM,1992,-0.043,,116.82,,-2.3,-1.62,21.218,,23.518,0.003,115.551,473255.44,255084.7,214.38,115.551,53.9,4.341,134.246,67.357,,,0.453,14.122,,14.516,-15.891,-7.719,13.502
COM,1993,-0.007,,116.088,,1.543,2.274,21.252,,19.709,0.003,121.122,474491.22,261423.65,219.84,121.122,55.096,11.542,134.047,68.705,,,0.463,13.082,,-9.994,20.322,20.197,-6.526
COM,1994,-0.022,,115.178,,-4.85,-3.94,23.699,,28.549,0.002,131.078,445799.15,276839.69,211.076,131.078,62.1,8.199,147.929,86.087,101.138,,0.473,15.346,,-12.083,-36.037,-16.94,-6.925
COM,1995,-0.029,,114.366,,-6.071,-5.259,20.95,,27.022,0.003,147.038,460922.03,303946.89,222.976,147.038,65.943,8.14,153.859,88.799,94.026,,0.484,15.587,,5.87,20.315,10.312,3.749
COM,1996,-0.024,,113.588,,-5.159,-4.381,18.195,,23.353,0.002,150.582,448803.95,304645.11,221.838,150.582,67.879,8.667,155.529,90.93,94.026,,0.494,14.835,,-3.29,-31.901,-10.645,-4.621
COM,1997,-0.023,,112.701,,-2.065,-1.178,21.011,,23.076,0.002,158.822,458626.33,314478.34,231.621,158.822,68.57,8.802,154.448,92.294,95.448,,0.505,15.019,,4.992,35.428,4.517,4.414
COM,1998,-0.025,,111.811,,-3.226,-2.266,17.812,,21.038,0.002,161.025,449027.96,312089.48,231.68,161.025,69.503,10.9,154.811,93.401,99.502,,0.516,17.749,,-1.485,9.451,-28.721,-10.88
COM,1999,-0.014,,110.861,,-0.784,0.167,18.885,,19.669,0.002,171.744,451956.89,326235.01,237.93,171.744,72.183,11.232,158.535,94.429,98.222,,0.526,14.889,,-3.666,-22.914,7.404,-2.431
COM,2000,-0.138,,109.901,,-2.058,-1.098,15.556,,17.614,0.002,180.839,438808.83,336910.32,235.534,180.839,76.778,13.7,164.894,100.0,101.511,,0.537,13.839,,1.714,-2.639,11.241,-9.045
COM,2001,0.007,,108.556,,-4.357,-3.012,22.235,,26.592,0.002,204.749,453314.74,373806.3,248.299,204.749,82.461,15.582,173.197,105.571,111.048,,0.548,13.735,,9.61,-20.148,-22.051,7.15
COM,2002,0.002,,107.221,,-4.771,-3.436,26.929,,31.699,0.002,222.349,464567.43,397727.9,259.715,222.349,85.613,14.728,177.066,109.348,110.009,,0.559,14.341,,11.391,11.064,9.252,10.227
COM,2003,-0.005,,105.829,,-4.865,-3.434,25.482,,30.347,0.002,237.829,464348.38,417148.28,264.739,237.829,89.835,13.533,182.202,113.409,115.109,,0.57,14.459,,10.993,-33.662,-17.267,10.42
COM,2004,-0.015,,104.534,,-2.413,-1.131,26.434,,28.847,0.002,246.272,469663.73,423763.28,272.947,246.272,90.227,12.098,178.205,118.508,118.886,,0.581,14.536,,7.542,-4.602,21.807,5.133
COM,2005,-0.025,,103.391,,0.084,1.265,30.509,,30.425,0.002,259.356,486985.67,437595.95,288.628,259.356,89.858,11.466,172.08,122.071,127.441,,0.593,15.261,,6.128,10.765,21.027,6.472
COM,2006,-0.022,,103.804,,-4.065,-2.92,29.534,,33.599,0.002,269.767,468611.93,446148.24,283.35,269.767,95.206,12.438,176.868,126.209,129.647,,0.605,15.686,,4.004,12.05,6.52,7.114
