iso,year,Current account balance,Employment,General government gross debt,General government net debt,General government net lending/borrowing,General government primary net lending/borrowing,General government revenue,General government structural balance,General government total expenditure,Gross domestic product based on purchasing-power-parity (PPP) share of world total,"Gross domestic product corresponding to fiscal year, current prices","Gross domestic product per capita, constant prices","Gross domestic product per capita, current prices","Gross domestic product, constant prices","Gross domestic product, current prices","Gross domestic product, deflator",Gross national savings,Implied PPP conversion rate,"Inflation, average consumer prices","Inflation, end of period consumer prices",Output gap in percent of potential GDP,Population,Total investment,Unemployment rate,Volume of Imports of goods,Volume of exports of goods,Volume of exports of goods and services,Volume of imports of goods and services
IRQ,2002,-0.386,,,,,,,,,0.285,,,,104822.92,41219.4,39.323,,265.073,,21.129,,,,,,,,
IRQ,2003,-1.683,,,,,,,,,0.174,,2557758.57,1155226.29,66398.21,29989.13,45.166,,298.564,,28.685,,25.96,,,,,,
IRQ,2004,-8.811,,183298.61,,-18844.34,-18582.98,29839.49,,48683.84,0.254,53235.36,3818213.77,1995811.83,101845.26,53235.36,52.271,-1.947,336.485,31.803,37.772,,26.674,,,,,,
IRQ,2005,4.35,,167174.27,,2991.85,2882.33,49468.98,,46477.13,0.247,73533.6,3782417.11,2685958.2,103551.4,73533.6,71.012,30.788,443.227,43.557,49.714,,27.377,,,,,,
IRQ,2006,2.106,,136848.35,,10247.69,10255.81,58346.61,,48098.93,0.248,95587.96,3897861.0,3406058.7,109389.94,95587.96,87.383,25.332,529.092,66.743,81.942,,28.064,,,,,,
IRQ,2007,-3.01,,130497.85,,11123.71,10574.91,60141.32,,49017.61,0.24,111455.81,3877987.83,3877987.83,111455.81,111455.81,100.0,18.712,589.517,87.322,85.77,,28.741,,,,,,
IRQ,2008,16.714,,116462.32,,-1343.57,-1540.47,88560.54,,89904.11,0.253,157026.06,4098784.17,5335609.04,120626.52,157026.06,130.175,34.799,752.902,89.652,91.561,,29.43,,,,,,
IRQ,2009,-12.182,,114148.74,,-19484.23,-19283.91,60330.97,,79815.2,0.263,130642.19,4134271.3,4331178.1,124702.85,130642.19,104.763,10.313,602.207,87.141,87.52,,30.163,,,,,,
IRQ,2010,2.267,,86757.83,,-6772.53,-5984.14,73571.55,,80344.08,0.266,162064.57,4285427.3,5234241.22,132687.03,162064.57,122.14,23.878,693.669,89.258,90.419,,30.962,,,,,,
IRQ,2011,20.208,,88494.22,,10310.99,11868.77,104563.99,,94253.0,0.276,217327.11,4493077.05,6842788.75,142700.22,217327.11,152.296,33.11,847.447,94.26,95.862,,31.76,,,,,,
IRQ,2012,11.027,,88424.2,,10407.65,11332.81,119448.79,,109041.15,0.305,254225.49,4990683.59,7803544.1,162587.53,254225.49,156.362,27.288,854.168,100.0,99.326,,32.578,,,,,,
IRQ,2013,2.724,,87512.49,,-16585.65,-15600.47,115417.55,,132003.2,0.318,273587.53,5236486.89,8186959.7,174990.18,273587.53,156.345,28.451,839.778,101.879,102.437,,33.417,,,,,,
IRQ,2014,2.585,,89912.9,,-15405.31,-14703.59,104385.7,,119791.01,0.31,273603.02,5036642.03,7817229.15,176282.47,273603.02,155.207,27.152,819.397,104.157,104.063,,35.0,,,,,,
IRQ,2015,-18.159,,117923.44,,-26572.99,-25264.18,63450.14,,90023.13,0.307,207121.63,5133219.81,5882031.64,180754.02,207121.63,114.588,14.336,599.388,105.609,106.466,,35.213,,,,,,
IRQ,2016,-17.993,,132626.97,,-28720.32,-27326.99,55497.78,,84218.1,0.346,198774.37,5805680.46,5495692.26,209986.37,198774.37,94.661,10.487,490.493,106.093,105.753,,36.169,,,,,,
IRQ,2017,-10.302,,134243.92,,-3416.29,-1175.87,76317.73,,79734.02,0.328,224636.32,5568649.32,6048444.6,206816.96,224636.32,108.616,11.394,552.902,106.305,106.568,,37.14,,,,,,
IRQ,2018,8.549,,128183.21,,20910.45,24458.45,105599.45,,84689.0,0.373,272083.89,5567657.91,7136779.72,212262.4,272083.89,128.183,16.602,554.961,106.679,106.466,,38.124,,,,,,
IRQ,2019,-2.002,,121306.66,,2332.58,5066.32,99268.7,,96936.12,0.367,279757.64,5727999.12,7149825.13,224124.58,279757.64,124.822,14.17,547.339,106.466,106.568,,39.128,,,,,,
IRQ,2020,-28.156,,166423.73,,-27862.38,-25320.56,63167.64,,91030.02,0.323,217413.59,4889473.02,5415010.01,196313.19,217413.59,110.748,1.365,484.265,107.078,109.93,,40.15,,,,,,
IRQ,2021,13.761,,176148.75,,-1152.12,336.587,109860.51,,111012.63,0.355,305592.42,4834024.59,7418973.87,199116.65,305592.42,153.474,20.648,554.465,113.547,115.737,,41.191,,,,,,
IRQ,2022,44.309,,167146.13,,33823.23,35731.88,175576.88,,141753.65,0.369,417686.14,5076442.26,9886319.76,214474.1,417686.14,194.749,31.401,656.759,119.21,120.73,,42.249,,,,,,
IRQ,2023,11.459,,147833.24,,-4065.66,-1759.04,142641.97,,146707.62,0.347,332174.71,4806891.74,7667221.51,208253.78,332174.71,159.505,18.428,519.219,124.474,125.518,,43.324,,,,,,
IRQ,2024,-5.135,,157468.0,,-17187.76,-13761.59,149128.2,,166315.96,0.337,343393.46,4691517.29,7731509.83,208372.8,343393.46,164.798,10.978,523.931,128.457,130.162,,44.415,,,,,,
IRQ,2025,-9.257,,183676.78,,-28761.78,-25359.67,140066.56,,168828.34,0.34,352136.0,4763847.25,7735767.39,216852.71,352136.0,162.385,9.675,507.048,132.953,134.718,,45.521,,,,,,
IRQ,2026,-12.753,,214701.9,,-33578.12,-28971.42,143699.12,,177277.24,0.346,375404.53,4891114.42,8048999.5,228121.09,375404.53,164.564,8.662,504.49,137.606,138.894,,46.64,,,,,,
IRQ,2027,-16.204,,251001.78,,-38852.88,-32643.4,146988.64,,185841.52,0.35,398497.86,4977345.27,8341731.54,237775.75,398497.86,167.594,7.62,504.509,141.735,143.061,,47.772,,,,,,
IRQ,2028,-19.086,,291462.49,,-43013.72,-35171.8,151755.3,,194769.02,0.354,424737.72,5067015.45,8683339.16,247848.5,424737.72,171.37,6.714,506.591,145.987,147.353,,48.914,,,,,,
IRQ,2029,-22.319,,336001.87,,-47092.37,-37592.48,157551.58,,204643.95,0.358,453728.14,5160808.79,9063414.8,258357.83,453728.14,175.62,5.93,509.806,150.366,151.773,,50.062,,,,,,
ISL,1980,-0.069,0.106,,,0.226,0.139,5.81,0.222,5.584,0.02,16.473,4003875.22,72584.4,908.671,16.473,1.813,26.14,6.168,2.995,3.379,,0.227,29.74,0.313,5.721,9.046,2.699,2.978
ISL,1981,-0.145,0.111,,,0.338,0.326,9.369,0.24,9.031,0.021,25.594,4131335.5,111606.74,947.427,25.594,2.701,24.517,8.397,4.519,5.045,,0.229,29.417,0.365,5.656,-0.261,3.164,7.116
ISL,1982,-0.256,0.114,11.625,0.179,0.691,0.523,15.141,0.664,14.45,0.021,40.158,4168449.91,172959.54,967.839,40.158,4.149,22.536,12.147,6.825,8.065,,0.232,30.631,0.67,-2.851,-17.133,-8.943,-0.57
ISL,1983,-0.053,0.115,21.336,3.98,-1.362,-1.759,24.845,-0.243,26.208,0.02,69.382,4020681.26,294569.95,947.019,69.382,7.326,22.572,20.64,12.576,14.247,,0.236,23.497,1.022,-10.785,13.414,11.003,-9.696
ISL,1984,-0.13,0.117,29.721,5.174,2.06,1.944,33.829,3.199,31.769,0.02,91.661,4136147.98,384458.92,986.124,91.661,9.295,22.609,25.274,16.244,16.928,,0.238,25.558,1.254,6.894,2.003,2.406,9.145
ISL,1985,-0.116,0.121,39.989,7.349,-1.953,-2.148,44.254,-0.676,46.208,0.02,124.9,4233457.87,519106.28,1018.6,124.9,12.262,20.48,32.32,21.504,23.011,,0.241,23.147,0.906,8.408,11.277,11.05,9.419
ISL,1986,0.021,0.125,49.272,14.492,-6.491,-5.798,58.619,-6.722,65.111,0.02,164.979,4469249.76,681161.37,1082.47,164.979,15.241,21.931,39.379,26.078,26.119,,0.242,20.667,0.656,7.699,10.142,5.947,0.949
ISL,1987,-0.184,0.132,58.775,17.048,-1.691,-1.329,76.785,-6.584,78.476,0.021,215.088,4812369.36,880940.77,1174.97,215.088,18.306,19.23,46.154,30.971,32.502,,0.244,23.016,0.441,25.021,4.36,3.266,23.265
ISL,1988,-0.208,0.128,80.845,25.371,-5.103,-2.138,104.375,-9.569,109.479,0.02,264.301,4741937.95,1067620.06,1173.92,264.301,22.514,19.518,54.831,38.855,39.2,,0.248,23.069,0.636,-5.455,-1.21,-3.605,-4.585
ISL,1989,-0.076,0.126,114.734,55.087,-13.957,-9.77,125.647,-17.342,139.604,0.02,325.154,4671951.33,1290706.76,1176.95,325.154,27.627,20.596,64.743,44.49,49.11,,0.252,20.958,1.658,-10.889,3.521,2.943,-10.257
ISL,1990,-0.132,0.125,134.542,70.514,-11.983,-3.753,149.443,-15.44,161.426,0.019,379.099,4691832.65,1493779.99,1190.72,379.099,31.838,16.533,71.92,51.392,52.66,,0.254,21.177,2.594,0.306,-1.4,-0.026,0.991
ISL,1991,-0.272,0.125,154.183,79.252,-2.701,4.526,172.969,-3.653,175.669,0.019,409.978,4643257.98,1602315.64,1188.05,409.978,34.508,15.693,75.402,54.891,56.62,,0.256,22.24,2.925,4.892,-7.901,-5.91,5.259
ISL,1992,-0.166,0.123,185.639,106.512,-7.617,0.05,175.075,0.18,182.692,0.016,408.887,4419904.62,1574293.94,1147.97,408.887,35.618,15.413,76.093,57.064,57.48,,0.26,20.179,4.665,-4.85,-1.021,-1.982,-5.972
ISL,1993,0.043,0.136,220.078,143.173,-18.331,-9.681,171.477,-9.631,189.808,0.016,420.849,4432578.51,1603930.73,1163.05,420.849,36.185,17.306,75.514,59.394,60.21,,0.262,18.824,5.764,-12.67,5.08,6.513,-7.501
ISL,1994,0.122,0.138,245.071,165.494,-20.531,-10.446,180.542,-13.625,201.073,0.016,447.141,4546138.47,1686917.61,1205.02,447.141,37.107,17.641,75.818,60.315,60.52,,0.265,17.887,5.776,7.49,12.161,9.278,3.821
ISL,1995,0.013,0.141,267.611,179.298,-13.227,-0.797,191.249,-1.394,204.476,0.016,460.84,4518814.28,1726134.57,1206.42,460.84,38.199,18.373,76.447,61.313,61.73,,0.267,18.192,5.25,6.471,-2.22,-2.289,3.617
ISL,1996,-0.182,0.141,274.447,191.522,-7.49,4.362,209.502,2.077,216.993,0.016,493.834,4707916.91,1842954.76,1261.52,493.834,39.146,18.306,76.934,62.694,63.0,,0.268,20.759,4.153,16.62,9.119,8.09,14.599
ISL,1997,-0.178,0.141,279.351,196.531,0.208,12.361,226.275,7.256,226.066,0.016,536.721,4944285.11,1988783.66,1334.33,536.721,40.224,19.421,77.713,63.82,64.29,,0.27,21.775,4.204,5.817,5.847,4.786,6.88
ISL,1998,-0.612,0.147,265.216,244.613,-3.411,11.984,243.214,-8.012,246.625,0.017,603.407,5259463.77,2215305.03,1432.58,603.407,42.12,18.664,80.472,64.907,65.11,,0.272,25.864,3.314,23.58,-3.155,1.424,21.945
ISL,1999,-0.639,0.152,497.639,461.598,8.571,21.1,303.5,10.038,294.929,0.017,649.719,5405027.71,2356513.32,1490.23,649.719,43.599,16.454,82.134,66.997,68.71,,0.276,23.57,2.489,2.599,4.697,3.116,3.352
ISL,2000,-0.92,0.156,537.821,503.503,10.258,20.714,328.325,13.848,318.067,0.017,709.561,5606613.89,2542782.81,1564.52,709.561,45.353,14.735,83.547,70.427,71.56,,0.279,24.932,2.633,3.646,-2.463,3.862,7.802
ISL,2001,-0.35,0.158,668.96,637.539,-2.251,5.921,378.182,3.75,380.433,0.017,802.277,5742893.34,2831289.42,1627.31,802.277,49.301,18.646,88.819,74.931,77.75,,0.283,22.901,2.791,-11.237,4.45,6.746,-9.976
ISL,2002,0.113,0.156,701.761,672.271,-19.424,-11.485,368.846,-7.546,388.27,0.017,854.14,5710257.35,2980511.21,1636.42,854.14,52.196,21.019,92.596,78.81,79.27,,0.287,19.81,3.515,-2.878,7.419,3.557,-2.731
ISL,2003,-0.559,0.157,745.818,712.396,-20.373,-10.631,398.636,-2.532,419.009,0.017,876.733,5794273.95,3039241.38,1671.48,876.733,52.452,16.404,91.25,80.435,81.46,,0.288,21.292,3.525,7.619,-1.247,0.743,10.255
ISL,2004,-1.389,0.153,784.696,701.539,2.781,12.748,455.834,-4.527,453.053,0.017,970.421,6201242.39,3339715.04,1801.9,970.421,53.856,14.797,91.237,82.97,84.65,,0.291,24.845,3.417,17.704,9.737,8.164,14.622
ISL,2005,-2.647,0.159,731.653,572.193,53.141,57.795,530.769,53.597,477.628,0.017,1061.43,6513633.56,3615497.81,1912.25,1061.43,55.507,13.163,91.175,86.289,88.15,,0.294,28.871,2.883,24.704,-1.613,7.117,27.827
ISL,2006,-3.967,0.165,865.981,660.276,79.051,70.31,628.643,66.73,549.592,0.018,1225.72,6779293.14,4087205.02,2033.05,1225.72,60.29,13.361,96.069,92.048,94.29,,0.3,36.072,3.2,16.282,-5.419,-4.71,9.82
ISL,2007,-2.939,0.172,948.735,719.115,77.65,67.106,698.27,26.514,620.62,0.018,1386.95,7166524.74,4507891.52,2204.94,1386.95,62.902,15.999,97.588,96.712,99.82,,0.308,29.575,2.492,-5.699,17.522,23.37,-2.263
ISL,2008,-3.758,0.174,1754.26,1415.98,-192.954,-214.001,814.644,-110.321,1007.6,0.018,1589.63,7144059.93,5039085.9,2253.66,1589.63,70.535,5.23,107.362,108.975,117.9,,0.315,26.021,3.325,-18.913,11.877,3.464,-20.313
ISL,2009,-1.172,0.163,2094.36,1810.4,-139.537,-99.488,731.84,-147.964,871.377,0.017,1626.39,6515815.61,5092529.62,2080.94,1626.39,78.156,6.41,118.233,122.058,126.7,,0.319,15.323,8.008,-25.237,9.059,8.317,-20.67
ISL,2010,-0.838,0.162,2238.06,1851.78,-112.009,-70.354,708.232,-21.615,820.241,0.015,1680.97,6365875.39,5292217.36,2021.99,1680.97,83.134,7.814,124.253,128.642,129.9,,0.318,13.909,8.317,-0.407,-4.476,0.954,2.319
ISL,2011,-0.72,0.163,2438.82,1845.32,-115.257,-74.447,776.705,-86.498,891.962,0.015,1765.01,6603737.16,5659964.53,2059.32,1765.01,85.709,10.856,125.511,133.775,136.7,,0.312,15.583,7.7,6.795,2.695,3.396,6.774
ISL,2012,-0.528,0.165,2471.13,1934.0,-48.429,5.913,832.306,-15.101,880.735,0.015,1845.16,6645397.88,5891657.25,2081.22,1845.16,88.658,12.436,127.457,140.725,142.5,,0.313,16.016,6.617,2.28,3.44,3.598,4.604
ISL,2013,1.008,0.171,2402.8,1953.98,-24.581,36.977,881.022,-27.734,905.603,0.015,1970.15,6890111.14,6238390.17,2175.97,1970.15,90.541,21.722,127.986,146.192,148.4,,0.316,15.47,5.833,-0.256,3.768,6.805,0.106
ISL,2014,0.787,0.173,2405.56,1839.95,6.155,78.757,962.279,-7.735,956.124,0.015,2086.36,6920717.63,6525625.71,2212.68,2086.36,94.291,21.627,131.006,149.167,149.6,,0.32,17.224,5.417,9.837,2.758,3.889,10.02
ISL,2015,0.986,0.18,2248.99,1804.52,-9.137,74.172,995.473,-6.476,1004.61,0.015,2310.85,7153799.72,7153796.62,2310.85,2310.85,100.0,25.03,137.66,151.6,152.6,,0.323,19.404,4.5,18.798,3.186,8.948,13.542
ISL,2016,1.684,0.188,2071.73,1699.88,315.246,388.397,1481.78,11.734,1166.53,0.015,2512.06,7534496.19,7704842.41,2456.52,2512.06,102.261,29.181,139.447,154.167,155.5,,0.326,21.084,3.342,14.023,3.72,10.951,14.603
ISL,2017,1.044,0.19,1895.4,1592.01,25.837,104.351,1199.11,-33.996,1173.28,0.015,2641.96,7697777.79,7945574.08,2559.57,2641.96,103.219,25.962,138.277,156.892,158.4,,0.333,21.741,3.283,11.294,1.092,5.08,11.831
ISL,2018,1.118,0.193,1798.77,1443.27,27.162,87.478,1274.23,-47.675,1247.07,0.015,2844.06,7845822.27,8311505.83,2684.71,2844.06,105.935,26.368,140.97,161.092,164.3,,0.342,22.109,3.1,-3.217,3.852,0.422,-0.908
ISL,2019,1.616,0.195,2013.2,1645.09,-48.202,14.161,1270.5,-115.794,1318.7,0.016,3026.1,7825251.53,8659161.93,2734.68,3026.1,110.657,27.221,138.668,165.933,167.6,,0.349,20.674,3.925,-7.735,-0.713,-5.349,-9.088
ISL,2020,0.237,0.189,2270.44,1782.44,-260.559,-198.59,1236.26,-71.197,1496.82,0.015,2929.17,7188062.43,8273498.62,2544.88,2929.17,115.101,22.422,143.253,170.658,173.6,,0.354,21.326,6.433,-11.075,-7.157,-30.688,-20.635
ISL,2021,-0.675,0.196,2451.64,1957.83,-277.462,-204.227,1345.21,-96.828,1622.68,0.015,3279.52,7475869.25,9153062.54,2678.59,3279.52,122.435,20.336,141.92,178.267,182.5,,0.358,22.948,6.017,18.936,7.521,14.764,19.905
ISL,2022,-0.599,0.209,2621.71,2181.27,-155.022,-33.502,1657.17,-119.987,1812.2,0.016,3892.03,8000345.28,10665521.2,2919.46,3892.03,133.313,22.299,144.246,193.075,200.0,,0.365,24.381,3.75,10.659,1.38,22.121,19.97
ISL,2023,0.36,0.219,2689.56,2277.7,-85.865,38.859,1880.36,-113.456,1966.22,0.016,4321.08,8172635.64,11516182.59,3066.52,4321.08,140.911,26.015,147.171,209.95,215.5,,0.375,24.866,3.383,-2.676,1.263,6.323,-1.092
ISL,2024,0.064,0.222,2737.33,2326.22,-140.922,-67.949,1976.04,-57.244,2116.96,0.016,4537.06,8038834.03,11823695.44,3084.71,4537.06,147.082,24.966,150.032,222.635,226.78,,0.384,24.772,3.79,1.344,-0.5,0.601,1.217
ISL,2025,0.041,0.225,2660.05,2249.45,-54.275,0.797,2056.48,-58.018,2110.75,0.015,4786.19,8046698.66,12190999.62,3159.13,4786.19,151.503,25.173,151.784,230.02,232.726,,0.393,25.058,3.833,2.152,4.2,3.847,2.183
ISL,2026,0.105,,2668.82,2258.72,-51.346,10.243,2118.31,-50.694,2169.66,0.015,5049.59,8036108.09,12571210.61,3227.94,5049.59,156.434,25.249,153.868,235.797,238.544,,0.402,24.973,3.942,2.455,3.219,3.219,2.438
ISL,2027,0.207,,2675.05,2265.45,-52.967,22.768,2235.93,-48.981,2288.89,0.015,5338.99,8035207.3,12991260.69,3302.21,5338.99,161.679,25.551,156.158,241.691,244.507,,0.411,25.048,3.99,2.635,3.131,3.131,2.631
ISL,2028,0.202,,2670.62,2261.52,-54.846,33.944,2364.98,-55.532,2419.83,0.015,5644.4,8042478.81,13423970.45,3381.64,5644.4,166.913,25.507,158.312,247.733,250.62,,0.42,25.051,3.988,2.725,3.131,3.131,2.728
ISL,2029,0.224,,2671.16,2262.56,-55.425,44.962,2502.67,-55.909,2558.09,0.015,5966.91,8051849.16,13870229.15,3463.87,5966.91,172.261,25.498,160.442,253.927,256.885,,0.43,25.029,4.0,2.685,3.131,3.131,2.685
