t,action,reward,debt_ratio,gdp_growth,inflation,climate_shock,terminated,truncated,episode
31,3,-3.4960118924991574,1.669616460800171,0.0673937201499939,0.14895378053188324,0.0652800053358078,False,False,3
32,0,-3.572958112957714,1.6932997703552246,0.06665705144405365,0.14932210743427277,0.0736665278673172,False,False,3
33,0,-3.823944482226822,1.720134973526001,0.06529000401496887,0.15000562369823456,0.1367044299840927,False,False,3
34,3,-3.739669171258464,1.7351349592208862,0.06729000061750412,0.1520056277513504,0.10061266273260117,False,False,3
35,1,-3.867922354411262,1.7165359258651733,0.05588905140757561,0.14700563251972198,0.1400948464870453,False,True,3
0,1,-3.6567108313690744,1.3984148502349854,-0.020892398431897163,0.017244752496480942,0.24030983448028564,False,False,4
1,1,-3.6285826763203293,1.380671501159668,-0.03314908221364021,0.01224475260823965,0.22566823661327362,False,False,4
2,3,-3.6080466567801075,1.3956714868545532,-0.031149081885814667,0.014244752936065197,0.2108229100704193,False,False,4
3,1,-3.5703446298246826,1.3776088953018188,-0.04308643192052841,0.009244753047823906,0.19373509287834167,False,False,4
4,3,-3.5581863060956342,1.392608880996704,-0.041086431592702866,0.011244753375649452,0.181682288646698,False,False,4
5,1,-3.6370580368319345,1.3746411800384521,-0.053118739277124405,0.006244753487408161,0.2032308131456375,False,False,4
6,2,-3.698600467801219,1.4088118076324463,-0.04416139796376228,0.01728741265833378,0.2085316777229309,False,False,4
7,3,-3.5989318362169747,1.4238117933273315,-0.04216139763593674,0.019287412986159325,0.16730880737304688,False,False,4
8,1,-3.581037492692873,1.4053884744644165,-0.053738050162792206,0.014287413097918034,0.1576651781797409,False,False,4
9,3,-3.5251840586112397,1.4203884601593018,-0.05173804983496666,0.016287412494421005,0.1310473382472992,False,False,4
10,3,-3.3882354959935057,1.435388445854187,-0.04973804950714111,0.01828741282224655,0.07739783078432083,False,False,4
11,1,-3.3114750145534746,1.4158947467803955,-0.060244347900152206,0.01328741293400526,0.05062965676188469,False,False,4
12,1,-3.2280210545937122,1.3961176872253418,-0.0704672634601593,0.00828741304576397,0.022291529923677444,False,False,4
13,1,-3.2761768619309053,1.3764923810958862,-0.08084195852279663,0.0032874131575226784,0.03746916726231575,False,False,4
14,3,-3.322295095984687,1.3914923667907715,-0.07884196192026138,0.005287413019686937,0.04484190419316292,False,False,4
15,0,-3.4162369914393804,1.4144744873046875,-0.07943838089704514,0.005585621111094952,0.059641651809215546,False,False,4
16,2,-3.470515815046492,1.4457961320877075,-0.06976879388093948,0.01591603271663189,0.06608249992132187,False,False,4
