country,year,gdp_current_usd,gdp_growth,debt_to_gdp,inflation,exports_gdp,imports_gdp,gdp_per_capita,population,foreign_reserves,current_account_balance
EMU,2018,13871778197583.7,1.77991130879937,,1.6892396580413,47.1090335904519,43.1483836990964,40107.5362854643,345864630.0,822526232328.578,
EMU,2019,13589774677631.3,1.62263181033828,,1.44123966942341,47.412467833527,43.9239464663824,39220.5136743355,346496601.0,914226843967.921,
EMU,2020,13267554461613.6,-6.05674425052126,,0.186938139702131,44.6711960879022,41.0908424932558,38236.5543048506,346986142.0,1077848983437.96,
EMU,2021,14924551716260.4,6.43713755486188,,2.4865043812082,48.5483223657339,44.5372993514394,42984.5697414154,347207191.0,1196161663459.27,
EMU,2022,14488160081806.7,3.6592192433758,,8.47117645590892,53.943704582659,51.9718335297043,41608.7123275598,348200155.0,1184841571677.44,
EMU,2023,15854782417877.0,0.473405522226571,,5.78431554960862,50.3194401138783,46.7331533256642,45330.1093015768,349762722.0,1266772714159.61,
EMU,2024,16485444160371.0,0.911910157337687,,2.18497406958038,49.1697237609679,44.7896371623163,46945.4188234427,351161936.0,1448173688932.31,
ERI,1990,,,,,,,,2032737.0,,
ERI,1991,,,,,,,,1919571.0,,
ERI,1992,477101651.648376,,,,11.4236063474642,44.953583024649,265.240962963337,1798748.0,,39.3908305177212
ERI,1993,467872714.755603,13.4547625007102,,,30.5566909180087,71.5033107169133,252.085777069472,1856006.0,,22.9133856737768
ERI,1994,531688311.688312,21.2214111876814,,,28.0196629213483,82.8621152906693,277.801423620334,1913915.0,,23.2450159506025
ERI,1995,578015625.0,2.8583790589487,,,22.3880193550131,82.9346092503987,285.402184008331,2025267.0,40490517.0778784,-5.44458433860014
ERI,1996,693535954.190067,9.25883856340832,,,29.2337703579368,87.3837499432927,325.838705371605,2128464.0,81319532.6809484,-8.61532542588461
ERI,1997,686490090.140141,7.90868457794079,,,29.6148227877297,85.7999538709925,318.980960831984,2152135.0,229576077.046884,0.722973749438987
ERI,1998,745523116.900052,1.77258309100318,,,14.8344835891991,80.0930820850693,341.91736400208,2180419.0,68154685.2870951,-39.2668560181824
ERI,1999,688918537.115555,0.0134800959108077,,,9.53440754918544,86.7248286299297,311.336209255125,2212780.0,58866380.3293099,-30.3043628662932
ERI,2000,706370815.584416,-3.14198590251638,,,9.67062059350866,58.2107413330059,314.357396753501,2247031.0,36131624.5351442,-14.8161574838645
ERI,2001,752371688.743186,8.75543552816325,,,10.8070403599802,61.2556705989949,325.409161513593,2312079.0,50449873.4005356,
ERI,2002,729321680.154324,3.0054291917378,,,11.7811808402808,64.8089828171642,304.775756465092,2392978.0,30282531.9211627,
ERI,2003,870248267.550163,-2.65551592487554,,,6.44232783354792,67.5654964566073,348.950327077742,2493903.0,24707771.9703722,
ERI,2004,1109054005.43971,1.45173556595506,,,5.77539898239118,59.7955078666408,426.840947887032,2598284.0,34746846.5868961,
ERI,2005,1098424685.66169,2.57444955124846,,,6.16571332006919,54.9403177017381,412.753079199423,2661215.0,27944199.0527694,
